genome_id	phaZ_status	major_subtype	phylum	genus	species	growth_rate_per_h	doubling_time_h
GCF_026125825.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp026125825	0.2954498694550856	2.34607374116751
GCF_030373245.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp030373245	0.1777283893084445	3.90003636029695
GCF_030656115.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp030656115	0.2554619591029125	2.71330879554052
GCF_031020795.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga pseudoflava_A	0.3135221317518055	2.21083971548351
GCF_031426985.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp031426985	0.3313962978320158	2.09159602896741
GCF_031457235.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga laconesensis	0.238881457583686	2.90163660072745
GCF_040372165.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp040372165	0.4232451511999056	1.63769668381283
GCF_041913525.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp041913525	0.4421674402390867	1.5676124415338
GCF_042466645.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp018993155	0.3530759612863969	1.96316729701601
GCF_042665235.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga defluvii_A	0.3756786422921074	1.84505346466034
GCF_048590325.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp048590325	0.288064958563657	2.40621831970157
GCF_050250835.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp050250835	0.2598042901114201	2.66795894810929
GCF_958439165.2	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp958439165	0.2956335194906492	2.34461634037364
GCF_965657535.1	phaZ_negative	none	Pseudomonadota	Hydrogenophaga	Hydrogenophaga sp965657535	0.3546190032531949	1.95462503193898
GCF_014652675.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hydromonas	Hydromonas limnophila	0.62548237027996	1.10818020378368
GCF_004363775.1	phaZ_negative	none	Pseudomonadota	Hydromonas	Hydromonas duriensis	0.5293557756689521	1.30941648777518
GCA_002342165.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hylemonella	Hylemonella sp002342165	0.0729306744508083	9.50419265665056
GCA_002454975.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hylemonella	Hylemonella sp002454975	0.3491520422786373	1.98523020526051
GCA_002633085.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella sp002633085	0.5737637732387311	1.20807066059143
GCA_020248905.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella sp020248905	0.2357950475816594	2.93961721278263
GCA_030680575.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella sp030680575	0.4763932052750801	1.45498964486638
GCA_030695415.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hylemonella	Hylemonella sp030695415	0.2026088556839222	3.42110999156563
GCA_031426755.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hylemonella	Hylemonella sp031426755	0.3563134136671235	1.94533002119168
GCA_040376915.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella sp040376915	0.5865388049534619	1.18175843559906
GCA_947454955.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella sp947454955	0.2940896890199249	2.35692445685501
GCA_963513295.1	phaZ_positive	extracellular.lemoignei_like	Pseudomonadota	Hylemonella	Hylemonella sp963513295	0.3688442620936868	1.87924078478381
GCA_963513855.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hylemonella	Hylemonella sp963513855	0.3200061175114115	2.16604353051228
GCF_000600295.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hylemonella	Hylemonella gracilis_A	0.2253714991119015	3.07557603020506
GCF_001432305.1	phaZ_positive	extracellular.lemoignei_like	Pseudomonadota	Hylemonella	Hylemonella sp001432305	0.3121599592609597	2.22048715729261
GCF_004328645.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella gracilis_B	0.2217677315630383	3.12555472193625
GCF_027532185.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hylemonella	Hylemonella sp027532185	0.3502693169991197	1.97889779926595
GCA_001797315.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp001797315	0.3790233330364926	1.82877179356451
GCA_017856435.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp017856435	0.1153744556124169	6.00780456020931
GCA_019745555.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp019745555	0.2590554450922549	2.67567114952207
GCA_019746735.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp019746735	1.3161756231104351	0.526637303099319
GCA_020621965.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp020621965	0.3148748306484563	2.2013419717685
GCA_021845965.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp021845965	0.3625622807521264	1.91180168858721
GCA_028869035.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp028869035	0.4988333572500081	1.38953654659576
GCA_032118555.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp032118555	0.5663985493109451	1.22377993623606
GCA_034366585.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp034366585	0.4178365325270873	1.65889558858765
GCA_036846225.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp036846225	0.2361211440682289	2.93555743724355
GCA_038112835.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp038112835	0.3712684880821218	1.86697013835073
GCA_041905305.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp041905305	0.5532787866393486	1.25279912640455
GCA_943369035.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp943369035	0.384001590647776	1.80506330557295
GCA_963996595.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp003500955	0.321982018421341	2.15275121250064
GCF_013334205.1	phaZ_negative	none	Pseudomonadota	Hylemonella	Hylemonella sp013334205	0.3188182225289327	2.17411406117805
GCA_002783385.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphobacterium	Hyphobacterium sp002783385	0.1040861649737609	6.65935939454279
GCA_021604625.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphobacterium	Hyphobacterium sp021604625	0.1528543037038485	4.53469195020443
GCF_014323565.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphobacterium	Hyphobacterium sp014323565	0.1132716477577922	6.11933519358786
GCA_965366295.1	phaZ_negative	none	Pseudomonadota	Hyphobacterium	Hyphobacterium sp965366295	0.3837341294962481	1.80632142746824
GCF_043584775.1	phaZ_negative	none	Pseudomonadota	Hyphobacterium	Hyphobacterium sp043584775	0.1810762639072573	3.82792954528241
GCF_965228115.1	phaZ_negative	none	Pseudomonadota	Hyphobacterium	Hyphobacterium sp965228115	0.2066457244453126	3.35427787059481
GCA_021776335.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphococcus	Hyphococcus sp021776335	0.0979634489793357	7.07556938615092
GCA_039818925.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphococcus	Hyphococcus sp039818925	0.1298165394462846	5.33943658886975
GCA_021776345.1	phaZ_negative	none	Pseudomonadota	Hyphococcus	Hyphococcus sp021776345	0.0803309012801882	8.62864936797235
GCA_021776395.1	phaZ_negative	none	Pseudomonadota	Hyphococcus	Hyphococcus sp021776395	0.0815220972544308	8.50256806319187
GCA_041659545.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp041659545	0.047351468740383	14.6383459478376
GCA_963722495.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963722495	0.1019275576919819	6.80039035816583
GCA_963724595.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963724595	0.1644832724168378	4.21408919202041
GCA_963724945.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963724945	0.0923957540673321	7.50193758963019
GCA_963728165.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963728165	0.076322554472185	9.08181317244244
GCA_963776675.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963776675	0.0537655853401534	12.8920233300666
GCA_963795225.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963795225	0.159164657670414	4.35490636366813
GCA_963812795.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963812795	0.1276508721461038	5.4300230692243
GCA_963847865.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963847865	0.1428332210003808	4.85284288700664
GCA_964194245.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp964194245	0.1069034634377896	6.48386084294929
GCA_964443205.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp964443205	0.0656247207404978	10.562287697968
GCA_023405815.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp023405815	0.1379872493543931	5.02326978617954
GCA_030148725.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp030148725	0.2231499142434698	3.10619514647754
GCA_035517115.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp035517115	0.0923704446759937	7.50399311155517
GCA_044507625.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp044507625	0.1866332858402578	3.7139526180406
GCA_943371625.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp943371625	0.1420196112430591	4.88064412015366
GCA_963726795.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963726795	0.0765501488045456	9.05481166770489
GCA_963759735.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963759735	0.1023189921638711	6.77437458971274
GCA_963782555.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp963782555	0.0668326263915285	10.3713892148911
GCA_964581475.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp964581475	0.124265305160601	5.57796224508618
GCA_964622715.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp964622715	0.0429264318035178	16.1473281481351
GCF_009026145.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_A	Hyphomicrobium_A sp009026145	0.1616952208289906	4.28675119157059
GCA_018242215.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp018242215	0.3074516859708253	2.25449139552196
GCA_018242255.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp018242255	0.3938181370769926	1.76006921800159
GCA_018242295.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp018242295	0.2291420148931328	3.02496764237329
GCA_019748215.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp019748215	0.1711824515878096	4.04917194566751
GCA_031367425.1	phaZ_positive	extracellular.general	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp031367425	0.1363390888126583	5.08399452128061
GCA_031402935.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp031402935	0.130536431474755	5.309990266541
GCA_031412455.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp031412455	0.1932135537345248	3.58746665108354
GCA_035325525.1	phaZ_positive	extracellular.general	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp035325525	0.1955142843249633	3.54525083910426
GCA_043718455.1	phaZ_positive	extracellular.general	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp043718455	0.1320396669371516	5.24953748095919
GCA_963789775.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp963789775	0.2235360841507115	3.10082903703643
GCF_000384335.2	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp000384335	0.3649892053692864	1.89908953569911
GCF_019753045.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp019753045	0.2507513972652298	2.76428043121441
GCF_041659645.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp041659645	0.2933464674546632	2.36289595226529
GCF_041674905.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp041674905	0.1481856692119734	4.67755879665008
GCF_900116175.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B facile	0.2464968059356285	2.81199254460505
GCA_016793445.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp016793445	0.2274542170829153	3.04741406622181
GCA_021732485.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp021732485	0.1634811245183772	4.23992178058469
GCA_025927515.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp025927515	0.2566019934744756	2.70125407513209
GCA_031373745.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp031373745	0.1243443818218495	5.57441494665219
GCA_031419515.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp031419515	0.1126128988705419	6.15513131721062
GCA_043740265.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp043740265	0.3455932081041327	2.00567361946271
GCA_052386495.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp052386495	0.1675289594817091	4.13747678433843
GCA_963732525.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp963732525	0.2308347457666257	3.00278529671923
GCA_963741545.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp963741545	0.084864708354895	8.16767292313406
GCA_963764605.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp963764605	0.1306095317148333	5.3070183428368
GCA_964470545.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp964470545	0.313672105862402	2.20978266031729
GCA_964651805.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp964651805	0.1110544495001942	6.24150750987004
GCF_000230975.2	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B denitrificans_A	0.1860038033792586	3.72652154400644
GCF_003987725.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp003987725	0.3625830862094327	1.91169198708727
GCF_902712875.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_B	Hyphomicrobium_B sp902712875	0.2928149837133104	2.36718480649403
GCA_035283385.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp035283385	0.0653669730995661	10.6039357138987
GCA_036823975.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp036823975	0.1831314758492275	3.78497020976675
GCA_963699485.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp963699485	0.0942561457743545	7.35386721858235
GCA_963840415.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp963840415	0.0973352178974291	7.12123726162895
GCF_000503895.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C nitrativorans	0.1786565893686262	3.87977394513985
GCF_051860585.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp051860585	0.1822891901424966	3.80245904882296
GCF_902826555.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp902826555	0.1225619493057464	5.65548430394821
GCA_017304275.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp017304275	0.1587926799318973	4.36510789324307
GCA_035445405.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp035445405	0.2546286321450573	2.72218868208455
GCA_963716835.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp963716835	0.1044741715208385	6.63462720469326
GCA_963740475.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp963740475	0.0961580099408335	7.20841852890302
GCA_964508485.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp964508485	0.1825052053895887	3.79795841483153
GCF_020852195.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp020852195	0.1271034746143745	5.4534085921956
GCF_031157355.1	phaZ_negative	none	Pseudomonadota	Hyphomicrobium_C	Hyphomicrobium_C sp031157355	0.229237328363355	3.02370990583726
GCA_016712445.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp016712445	0.3590865160616758	1.93030690253179
GCA_018830285.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp018830285	0.1561743164687354	4.43829175137582
GCA_035437295.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp003486945	0.3985316397629523	1.73925257470707
GCA_040223555.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp040223555	0.2872624501577508	2.41294043192663
GCA_041741055.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp041741055	0.2118881492318835	3.27128809738853
GCA_945888325.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp945888325	0.2373414877511835	2.92046362027782
GCA_964643405.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomonas	Hyphomonas sp964643405	0.3209911489857106	2.15939655267816
GCF_000013025.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas neptunia	0.3484532127378135	1.98921162216831
GCF_000685275.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas johnsonii	0.1294858960825973	5.35307088671492
GCF_013791775.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomonas	Hyphomonas sp013791775	0.212065712107741	3.26854904392931
GCF_022844445.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomonas	Hyphomonas sp022844445	0.3322309267215043	2.08634153177733
GCF_037969335.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Hyphomonas	Hyphomonas sp037969335	0.2048405209226783	3.38383820465673
GCF_041689225.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp041689225	0.1482107469771466	4.67676733770747
GCF_046313735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Hyphomonas	Hyphomonas sp046313735	0.2237901280703429	3.0973090124068
GCA_002841155.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp002841155	0.3240349588411747	2.1391123446643
GCA_038251755.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp038251755	0.0968834694994708	7.15444217822661
GCA_041398365.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp041398365	0.2629888756543649	2.63565209302206
GCA_041398445.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp041398445	0.5080258481123942	1.36439353063507
GCA_041741315.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp041741315	0.2771035834242648	2.501400999563
GCA_046293975.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp046293975	0.7031917984587596	0.985715678253316
GCA_050633385.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp050633385	0.1343020667584486	5.161105836194
GCA_963677035.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp963677035	0.2897532115060259	2.39219844003534
GCF_000682715.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas atlantica	0.3898397505492773	1.77803104886896
GCF_013823385.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp013823385	0.3768572087299726	1.83928332668993
GCF_016125515.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp016125515	0.2177483006647831	3.18324955209191
GCF_040882205.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp040882205	0.2210263920985792	3.13603807209954
GCF_046313975.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp046313975	0.2667364430376645	2.59862196806032
GCF_965284475.1	phaZ_negative	none	Pseudomonadota	Hyphomonas	Hyphomonas sp040226305	0.1325042340996876	5.23113231263588
GCA_004359425.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ideonella	Ideonella sp004359425	0.5479590268789108	1.26496169705973
GCA_035460745.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ideonella	Ideonella sp035460745	0.8305992170098638	0.834514608688481
GCA_049322835.1	phaZ_positive	extracellular.general	Pseudomonadota	Ideonella	Ideonella sp049322835	0.2536591390974214	2.73259297112781
GCA_943371055.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ideonella	Ideonella intermedia_A	0.5623352854817777	1.2326225980397
GCA_964369025.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ideonella	Ideonella sp964369025	0.1873029868597905	3.70067339651564
GCF_020387415.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ideonella	Ideonella benzenivorans	0.4605768190118764	1.50495455252617
GCF_035254525.1	phaZ_positive	extracellular.general	Pseudomonadota	Ideonella	Ideonella sp035254525	0.2302797862336926	3.01002181692372
GCF_036277275.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ideonella	Ideonella sp036277275	0.3820172115348056	1.81443966300663
GCF_038066555.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ideonella	Ideonella lacteola	0.3184466976746003	2.17665055289167
GCF_051857595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ideonella	Ideonella sp051857595	0.24914540507619	2.78209899294742
GCA_016213265.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella sp016213265	0.3132233275540357	2.21294877994158
GCA_020161145.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella sp020161145	0.3132806950444476	2.21254354808426
GCA_034520165.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella sp034520165	0.471646714703838	1.46963216100253
GCA_943371685.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella parapertussis_A	0.473075420565589	1.46519381567372
GCF_000333615.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella sp000333615	0.3982952051665951	1.74028502369247
GCF_018069755.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella aquatica	0.3773018717750536	1.83711566894425
GCF_024055665.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella oryzae	0.3812566817786004	1.81805910214175
GCF_038066635.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella margarita	0.548252050244182	1.26428561507655
GCF_041287625.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella sp041287625	0.3458301059950182	2.0042997082791
GCF_041918995.1	phaZ_negative	none	Pseudomonadota	Ideonella	Ideonella sp041918995	0.3483847568557655	1.98960249241592
GCA_031398385.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ideonella_A	Ideonella_A sp031398385	0.1682155754786448	4.12058858751722
GCA_039932405.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ideonella_A	Ideonella_A sp039932405	0.1937485439182532	3.57756072144934
GCF_048320135.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ideonella_A	Ideonella_A sakaiensis_A	0.2746609454951525	2.52364667029874
GCA_038221635.1	phaZ_negative	none	Pseudomonadota	Ideonella_A	Ideonella_A sp038221635	0.1164102883499491	5.95434639313174
GCA_943370175.1	phaZ_negative	none	Pseudomonadota	Ideonella_A	Ideonella_A intermedia_A	0.1754400003147919	3.950907314844
GCA_963846675.1	phaZ_negative	none	Pseudomonadota	Ideonella_A	Ideonella_A sp963846675	0.2704535717822051	2.56290636500868
GCF_041625615.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Immundisolibacter	Immundisolibacter sp041625615	0.1073172835111473	6.45885879591749
GCF_001697225.1	phaZ_negative	none	Pseudomonadota	Immundisolibacter	Immundisolibacter cernigliae	0.0853651292566734	8.11979301847959
GCA_017302655.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Inhella	Inhella sp017302655	0.2870209661943815	2.4149705498884
GCF_004004565.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Inhella	Inhella crocodyli	0.4856303833068422	1.42731427930856
GCF_005952805.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Inhella	Inhella inkyongensis	0.5730774017044991	1.20951755992877
GCF_016093275.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Inhella	Inhella proteolytica	0.3750239441263056	1.84827446731374
GCF_041912635.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Inhella	Inhella sp041912635	0.6716368694741667	1.03202669785329
GCA_039808065.1	phaZ_negative	none	Pseudomonadota	Inhella	Inhella sp039808065	0.357472626340608	1.93902170260024
GCA_041919015.1	phaZ_negative	none	Pseudomonadota	Inhella	Inhella sp041919015	0.2768678653611403	2.50353062698634
GCA_964485225.1	phaZ_negative	none	Pseudomonadota	Inhella	Inhella sp964485225	0.4589982892573491	1.51013020480195
GCF_016093295.1	phaZ_negative	none	Pseudomonadota	Inhella	Inhella gelatinilytica	0.6332599759901171	1.09456969781833
GCF_027532025.1	phaZ_negative	none	Pseudomonadota	Inhella	Inhella sp027532025	0.3916796916347787	1.76967863119712
