genome_id	phaZ_count	best_evalue	best_pident	hit_refs
GCA_031366845.1	3	3.48e-14	35.2	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_031365665.1	3	1.5499999999999998e-24	34.6	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_031367425.1	1	3.17e-12	35.9	AAA87070.1
GCA_031368025.1	1	2.82e-11	34.1	WKZ88401.1
GCA_031367715.1	1	9.64e-11	32.2	CAJ93939.1
GCA_031368465.1	2	6.03e-12	87.5	BAA33394.1,UCA14981.1
GCA_031369825.1	4	2.04e-16	36.1	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031369985.1	2	3.13e-17	36.2	CAJ93939.1,CAJ95805.1
GCA_031371635.1	2	5.49e-13	34.8	CAJ95805.1,WKZ88401.1
GCA_031371945.1	1	2.32e-11	80.0	CAJ95805.1
GCA_031372905.1	4	7.49e-17	40.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031372035.1	1	1.48e-12	31.0	UCA14981.1
GCA_031373255.1	3	1.92e-15	40.4	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_031374115.1	2	4.41e-12	84.0	CAJ93939.1,CAJ95805.1
GCA_031375125.1	2	5.8e-12	36.3	CAJ93939.1,WKZ88401.1
GCA_031374725.1	2	3.62e-14	35.8	BAA33394.1,UCA14981.1
GCA_031375195.1	3	1.66e-13	38.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031375065.1	4	1.82e-20	44.2	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031375665.1	2	1.24e-11	76.0	CAJ93939.1,WKZ88401.1
GCA_031374735.1	3	3.93e-14	34.2	CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031375105.1	4	3.07e-18	38.4	AAA87070.1,BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031376105.1	2	5.360000000000001e-21	34.7	BAA33394.1,UCA14981.1
GCA_031376405.1	1	9.2e-13	80.0	CAJ95805.1
GCA_031376425.1	1	1.07e-11	57.5	CAJ95805.1
GCA_031376455.1	1	3.44e-11	69.2	UCA14981.1
GCA_031378135.1	3	2.55e-18	37.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031378125.1	2	3.08e-19	41.3	BAA32541.1
GCA_031378565.1	2	5.4e-14	36.4	BAA33394.1,UCA14981.1
GCA_031379415.1	3	1.98e-12	88.9	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_031378805.1	1	9.39e-12	61.5	CAJ93939.1
GCA_031378845.1	1	1.1e-11	31.9	WKZ88401.1
GCA_031380885.1	1	5.66e-11	52.8	WKZ88401.1
GCA_031379035.1	1	1.47e-12	30.2	BAA33394.1
GCA_031380185.1	3	5.63e-18	39.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031382215.1	2	3.98e-13	31.2	BAA33394.1,UCA14981.1
GCA_031383985.1	2	3.01e-14	34.6	BAA33394.1,CAJ93939.1
GCA_031380235.1	3	6.67e-15	41.4	AAA87070.1,BAA19791.1,BAA35137.1
GCA_031385155.1	3	1.21e-16	84.0	BAA33394.1,UCA14981.1
GCA_031387285.1	1	6.03e-12	38.1	BAA33394.1
GCA_031386665.1	3	1.95e-31	37.7	AAA87070.1,BAA19791.1,BAA35137.1
GCA_031389925.1	1	7.65e-19	33.0	CAJ93939.1
GCA_031390425.1	5	1.31e-17	43.2	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031391655.1	3	7.77e-20	41.9	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_031392695.1	2	8.54e-25	34.3	BAA33394.1,UCA14981.1
GCA_031390175.1	4	2.88e-17	39.8	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_031394335.1	2	1.84e-13	35.0	BAA19791.1,BAA35137.1
GCA_031394355.1	2	4.09e-18	41.0	BAA33394.1,UCA14981.1
GCA_031396005.1	2	7.6300000000000005e-22	35.3	BAA33394.1,UCA14981.1
GCA_031394735.1	2	1.25e-15	36.2	BAA19791.1,BAA35137.1
GCA_031396305.1	5	2e-16	38.0	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_031396485.1	2	9.03e-16	33.7	BAA19791.1,BAA35137.1
GCA_031396425.1	2	8.45e-13	84.6	BAA33394.1,UCA14981.1
GCA_031398205.1	3	2.32e-11	73.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031397915.1	2	1.41e-15	37.5	BAA33394.1,UCA14981.1
GCA_031398385.1	2	1.79e-17	34.9	BAA33394.1,UCA14981.1
GCA_031398045.1	2	7.450000000000001e-26	36.4	BAA33394.1,UCA14981.1
GCA_031399165.1	3	2.62e-13	39.3	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_031399085.1	1	7.12e-11	31.5	BAA33394.1
GCA_031400005.1	1	5.16e-15	31.8	sp|P52090.1|PHA1_PAULE
GCA_031402935.1	4	1.02e-15	40.6	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_031401535.1	2	2.92e-12	34.2	BAA33394.1,UCA14981.1
GCA_031403815.1	3	1.34e-18	35.4	BAA33394.1,UCA14981.1
GCA_031403895.1	2	6.54e-15	31.4	BAA33394.1,UCA14981.1
GCA_031404095.1	2	6.22e-20	31.3	BAA19791.1,BAA35137.1
GCA_031408155.1	2	7.59e-16	31.4	BAA33394.1,UCA14981.1
GCA_031408275.1	1	8.95e-11	30.8	UCA14981.1
GCA_031409315.1	1	4.07e-19	30.8	WKZ88401.1
GCA_031409395.1	7	1.53e-16	50.0	BAA19791.1,BAA33394.1,BAA35137.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_031409935.1	1	3.96e-12	33.3	UCA14981.1
GCA_031411035.1	2	1.63e-13	35.0	CAJ93939.1,WKZ88401.1
GCA_031411875.1	1	1.57e-13	31.0	UCA14981.1
GCA_031411575.1	5	3.25e-19	42.9	BAA19791.1,BAA33394.1,BAA35137.1,CAJ93939.1,UCA14981.1
GCA_031411175.1	4	7.88e-14	83.3	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_031412135.1	3	8.02e-20	39.0	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_031412075.1	3	6.73e-19	42.1	BAA33394.1,UCA14981.1,WP_207907290.1
GCA_031412455.1	2	1.57e-13	65.4	BAA33394.1,CAJ95805.1
GCA_031412235.1	5	5.0600000000000005e-21	80.8	AAA87070.1,BAA19791.1,BAA35137.1,CAJ95805.1,UCA14981.1
GCA_031412975.1	4	3.62e-17	44.4	BAA33394.1,UCA14981.1
GCA_031413695.1	1	2.67e-11	51.3	CAJ95805.1
GCA_031413455.1	1	1.11e-13	32.5	WKZ88401.1
GCA_031414735.1	1	4.43e-11	37.3	BAA33394.1
GCA_031414695.1	2	7.21e-16	35.2	BAA19791.1,BAA35137.1
GCA_031414835.1	4	2.05e-20	40.9	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031415135.1	6	6.97e-25	37.1	AAA87070.1,AAB02914.1,BAA19791.1,BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031414995.1	4	2.58e-22	36.4	BAA19791.1,BAA33394.1,BAA35137.1,CAJ95805.1
GCA_031414805.1	2	9.36e-28	49.5	BAA19791.1,BAA35137.1
GCA_031416255.1	4	2.15e-14	35.5	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_031416355.1	1	2.19e-28	34.6	WP_207907290.1
GCA_031416755.1	1	4.03e-13	36.5	CAJ95805.1
GCA_031416215.1	3	9.49e-15	35.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031417735.1	4	3.46e-19	40.5	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031415535.1	2	6.18e-14	36.2	BAA33394.1,UCA14981.1
GCA_031418555.1	3	1.01e-18	45.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031419075.1	3	8.02e-15	36.4	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031418855.1	2	4.7499999999999994e-24	37.6	BAA33394.1,UCA14981.1
GCA_031419255.1	5	5.35e-17	39.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031419775.1	3	4.64e-18	38.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031420055.1	3	4.19e-17	36.1	BAA33394.1,UCA14981.1
GCA_031419835.1	3	2.5300000000000003e-21	41.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031419535.1	2	1.15e-17	32.8	BAA33394.1,UCA14981.1
GCA_031419715.1	3	5.5e-27	40.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031419575.1	3	5.25e-17	37.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031421955.1	2	4.47e-22	33.8	BAA33394.1,UCA14981.1
GCA_031422195.1	2	3.63e-11	58.5	CAJ93939.1,UCA14981.1
GCA_031422495.1	2	8.84e-12	64.9	BAA33394.1,UCA14981.1
GCA_031421635.1	1	1.11e-12	60.0	CAJ95805.1
GCA_031423655.1	1	7.11e-11	38.6	BAA33394.1
GCA_031424355.1	4	2.19e-17	40.4	BAA33394.1,UCA14981.1
GCA_031423955.1	3	1.6e-21	48.8	BAA33394.1,UCA14981.1
GCA_031424935.1	2	4.21e-18	38.7	BAA33394.1,UCA14981.1
GCA_031426175.1	5	8.83e-16	39.6	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_031426075.1	1	3.91e-11	48.8	WKZ88401.1
GCA_031425695.1	1	5.770000000000001e-27	31.4	BAA33394.1
GCA_031426635.1	4	3.13e-15	36.3	BAA33394.1,UCA14981.1
GCA_031426755.1	2	8.17e-15	42.6	BAA33394.1,UCA14981.1
GCA_031427315.1	4	2.17e-16	39.4	BAA33394.1,UCA14981.1
GCA_031427355.1	5	2.45e-14	37.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_031428815.1	1	2.21e-14	34.3	CAJ95805.1
GCA_031428215.1	1	1.9e-11	33.9	CAJ95805.1
GCA_031429255.1	3	1.61e-16	38.5	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_031428975.1	2	1.14e-12	75.0	BAA33394.1,CAJ95805.1
GCA_031429915.1	1	8.52e-11	55.2	WKZ88401.1
GCA_031430155.1	2	1.7e-11	65.4	BAA33394.1,UCA14981.1
GCA_031430015.1	4	1.59e-19	40.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_031430555.1	5	4.27e-22	34.3	BAA19791.1,BAA33394.1,BAA35137.1,CAJ95805.1,UCA14981.1
GCA_031431335.1	4	1.08e-19	45.9	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031538685.1	2	2.28e-13	34.3	BAA33394.1,UCA14981.1
GCA_031431035.1	7	3.38e-23	42.5	BAA19791.1,BAA33394.1,BAA35137.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_031431555.1	3	1.78e-12	36.0	BAA33394.1,UCA14981.1
GCA_031431435.1	5	1.02e-19	38.8	BAA19791.1,BAA33394.1,BAA35137.1,CAJ95805.1,UCA14981.1
GCA_031969755.1	2	1.96e-14	38.9	BAA33394.1,UCA14981.1
GCA_031970775.1	2	2.66e-12	37.9	BAA33394.1,UCA14981.1
GCA_031970695.1	1	6.3e-13	33.6	WP_207907290.1
GCA_031976395.1	2	1.63e-17	42.3	BAA33394.1,UCA14981.1
GCA_031995805.1	2	7.49e-14	36.3	BAA33394.1,UCA14981.1
GCA_032059585.1	2	4.19e-17	47.9	BAA33394.1,UCA14981.1
GCA_031988485.1	1	6.41e-15	36.4	BAA32541.1
GCA_032027165.1	4	2.66e-12	34.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_032007425.1	2	2.25e-22	37.2	BAA33394.1,UCA14981.1
GCA_032015805.1	2	1.21e-20	36.3	BAA33394.1,UCA14981.1
GCA_032082785.1	2	3.37e-16	33.5	CAJ93939.1,WKZ88401.1
GCA_032115075.1	1	3e-24	30.6	BAA33394.1
GCA_032112995.1	1	5.6899999999999995e-25	32.2	BAA33394.1
GCA_032122355.1	3	2.41e-13	70.6	BAA33394.1,UCA14981.1
GCA_032153965.1	2	1.11e-22	36.5	BAA33394.1,UCA14981.1
GCA_032249695.1	4	8.24e-19	36.1	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_032229845.1	2	3.11e-14	31.6	CAJ93939.1,WKZ88401.1
GCA_032230575.1	1	4.24e-18	43.5	AAB02914.1
GCA_033582715.1	2	1.27e-16	35.2	BAA33394.1,UCA14981.1
GCA_033721715.1	1	1.51e-14	41.1	BAA32541.1
GCA_033721635.1	1	1.5e-23	41.5	BAA32541.1
GCA_033763555.1	1	3.67e-11	31.2	CAJ95805.1
GCA_033763655.1	1	2.21e-20	30.4	CAJ95805.1
GCA_033764645.1	3	2.58e-14	36.9	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_033764055.1	4	2.9e-13	36.1	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_033764775.1	2	9.1e-13	32.0	CAJ95805.1,UCA14981.1
GCA_033764855.1	5	1.18e-17	40.4	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_033765145.1	4	4.26e-17	38.3	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_033765245.1	2	5.11e-15	37.5	CAJ93939.1,CAJ95805.1
GCA_033765285.1	3	4.77e-15	36.5	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_033852175.1	1	2.32e-12	33.3	BAA32541.1
GCA_033851975.1	1	9.33e-11	64.3	CAJ95805.1
GCA_034002745.1	1	5.68e-18	41.0	WP_207907290.1
GCA_034376725.1	2	5.32e-14	39.1	BAA33394.1,UCA14981.1
GCA_034436755.1	1	5.43e-13	31.6	WP_243656647.1
GCA_034439955.1	1	3.87e-18	42.6	WKZ88401.1
GCA_034519505.1	2	4.3e-13	40.2	CAJ93939.1,WKZ88401.1
GCA_034522875.1	2	2.57e-17	40.0	BAA33394.1,UCA14981.1
GCA_034665905.1	1	4.84e-16	30.6	BAA33394.1
GCA_034668265.1	2	9.92e-13	35.5	CAJ93939.1,WKZ88401.1
GCA_034668045.1	2	3.7e-12	84.6	BAA33394.1,UCA14981.1
GCA_034668065.1	5	3.23e-20	37.4	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_034675505.1	2	1.54e-11	35.2	BAA33394.1,UCA14981.1
GCA_034669045.1	1	1.97e-17	30.3	sp|P52090.1|PHA1_PAULE
GCA_034675705.1	2	8.87e-20	41.6	BAA33394.1,UCA14981.1
GCA_034680725.1	2	4.3099999999999995e-23	34.9	BAA33394.1,UCA14981.1
GCA_034676525.1	2	1.61e-15	34.0	BAA19791.1,BAA35137.1
GCA_034717695.1	1	2.44e-11	30.5	CAJ95805.1
GCA_035063785.1	1	1.57e-18	31.6	BAA33394.1
GCA_035250985.1	2	1.89e-13	52.0	BAA33394.1,UCA14981.1
GCA_035250245.1	2	3.53e-21	36.9	BAA33394.1,UCA14981.1
GCA_035251935.1	2	1.12e-16	32.5	CAJ93939.1,WKZ88401.1
GCA_035254085.1	6	9.21e-15	83.3	AAA87070.1,BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_035255625.1	3	3.56e-12	38.5	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_035254105.1	3	1.5799999999999998e-23	43.9	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_035255485.1	2	5.09e-17	41.9	BAA33394.1,UCA14981.1
GCA_035260465.1	2	3.31e-12	47.9	BAA33394.1,UCA14981.1
GCA_035260785.1	5	2.76e-18	44.6	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035263065.1	2	4.85e-24	38.6	BAA33394.1,UCA14981.1
GCA_035273665.1	1	1.3e-16	32.3	WP_207907290.1
GCA_035272665.1	1	6.11e-15	39.1	CAJ93939.1
GCA_035274065.1	2	7.96e-16	77.4	BAA33394.1,UCA14981.1
GCA_035275265.1	3	3.26e-19	39.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_035277565.1	1	9.44e-13	32.8	CAJ95805.1
GCA_035278405.1	5	2.24e-17	55.9	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035277805.1	4	3.98e-19	44.1	BAA33394.1,UCA14981.1
GCA_035279205.1	5	8.48e-17	39.1	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035280245.1	5	1.27e-15	37.0	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035280545.1	3	7.1700000000000005e-22	34.2	AAA87070.1,BAA19791.1,BAA35137.1
GCA_035281345.1	3	2.65e-18	36.1	CAJ95805.1,WKZ88401.1
GCA_035281095.1	2	7.68e-17	30.6	BAA33394.1,UCA14981.1
GCA_035281605.1	3	2.2300000000000003e-27	34.2	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_035283385.1	1	5.64e-11	33.0	UCA14981.1
GCA_035293665.1	2	5.64e-13	79.3	CAJ95805.1,WKZ88401.1
GCA_035293945.1	3	1e-16	38.7	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_035293585.1	1	7.5e-11	36.5	CAJ93939.1
GCA_035295845.1	5	1.07e-22	41.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035297005.1	3	3.68e-16	41.4	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035295685.1	2	6.41e-13	32.7	BAA19791.1,BAA35137.1
GCA_035302065.1	2	2.7e-12	80.8	BAA33394.1,UCA14981.1
GCA_035302345.1	2	4.12e-13	75.0	BAA33394.1,UCA14981.1
GCA_035303885.1	1	1.44e-11	40.5	BAA33394.1
GCA_035308145.1	2	9.36e-13	35.7	CAJ93939.1,WKZ88401.1
GCA_035308765.1	4	2.13e-13	37.5	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_035310205.1	3	1.41e-16	40.0	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_035317145.1	4	5.44e-15	37.1	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_035318305.1	1	3.27e-11	33.6	sp|P52090.1|PHA1_PAULE
GCA_035319645.1	2	2.93e-17	32.7	CAJ93939.1,WKZ88401.1
GCA_035325525.1	1	9.75e-12	38.2	AAA87070.1
GCA_035370085.1	1	1.05e-21	36.9	UCA14981.1
GCA_035401985.1	1	5.97e-14	40.7	WKZ88401.1
GCA_035429665.1	4	6.21e-17	38.2	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_035429725.1	4	4.68e-17	38.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_035433165.1	2	1.0099999999999999e-24	38.5	BAA33394.1,UCA14981.1
GCA_035436995.1	1	3.24e-12	59.5	WKZ88401.1
GCA_035438245.1	2	1.54e-25	40.5	BAA33394.1,UCA14981.1
GCA_035437295.1	1	4.19e-12	38.9	CAJ95805.1
GCA_035441225.1	3	9.07e-19	31.8	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_035438885.1	3	3e-13	74.1	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_035440585.1	1	3.11e-15	36.4	WKZ88401.1
GCA_035440985.1	2	1.1100000000000001e-29	31.2	BAA33394.1,UCA14981.1
GCA_035440755.1	3	1.88e-25	35.8	BAA33394.1,UCA14981.1
GCA_035454085.1	3	4.76e-16	43.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_035455385.1	2	8.96e-15	80.6	BAA33394.1
GCA_035456405.1	2	5.67e-11	76.9	BAA33394.1,UCA14981.1
GCA_035460745.1	2	2.37e-15	33.3	BAA33394.1,UCA14981.1
GCA_035465735.1	2	3.87e-15	32.7	BAA33394.1,UCA14981.1
GCA_035465595.1	2	1.44e-12	33.0	CAJ95805.1,WKZ88401.1
GCA_035470745.1	1	4.15e-12	35.4	CAJ93939.1
GCA_035473955.1	1	2.49e-11	30.4	CAJ95805.1
GCA_035473575.1	2	2.4e-11	34.5	BAA33394.1,UCA14981.1
GCA_035476655.1	4	8.3e-21	63.9	AAA87070.1,BAA33394.1,UCA14981.1
GCA_035483375.1	4	2.57e-14	34.0	CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_035483915.1	4	4.97e-16	36.4	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_035486135.1	2	8.1e-20	32.7	CAJ93939.1,WKZ88401.1
GCA_035491735.1	1	2.56e-12	36.1	CAJ93939.1
GCA_035493215.1	1	8.1e-12	30.7	sp|P52090.1|PHA1_PAULE
GCA_035492135.1	2	1.49e-22	38.1	BAA33394.1,UCA14981.1
GCA_035492155.1	3	8.62e-18	33.5	AAA87070.1,BAA33394.1,UCA14981.1
GCA_035490095.1	3	1.18e-13	37.0	AAA87070.1,BAA19791.1,BAA35137.1
GCA_035492395.1	4	4.75e-29	37.9	BAA33394.1,UCA14981.1
GCA_035493735.1	1	2.88e-13	64.7	CAJ93939.1
GCA_035493915.1	2	2.25e-20	33.8	BAA33394.1,UCA14981.1
GCA_035497775.1	2	5.61e-17	32.7	BAA33394.1,UCA14981.1
GCA_035499355.1	5	3.63e-26	40.4	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_035499005.1	7	1.37e-18	45.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035499575.1	2	4.69e-14	38.3	BAA33394.1,UCA14981.1
GCA_035499955.1	1	1.38e-18	42.4	WKZ88401.1
GCA_035501715.1	2	1.52e-19	33.0	BAA33394.1,UCA14981.1
GCA_035500455.1	2	1.55e-11	55.6	BAA33394.1,UCA14981.1
GCA_035501675.1	2	1.56e-20	35.2	BAA33394.1,UCA14981.1
GCA_035501735.1	2	2.29e-15	39.2	CAJ95805.1,UCA14981.1
GCA_035501975.1	1	5.89e-13	30.6	CAJ95805.1
GCA_035503615.1	4	7.2e-13	35.4	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_035503415.1	1	2.61e-11	36.4	UCA14981.1
GCA_035504235.1	2	3.16e-18	34.5	CAJ93939.1,WKZ88401.1
GCA_035507235.1	3	4.87e-16	41.2	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035507915.1	1	1.47e-12	40.2	CAJ93939.1
GCA_035509095.1	2	2.24e-13	36.0	CAJ93939.1,CAJ95805.1
GCA_035509275.1	1	5.24e-13	40.2	CAJ93939.1
GCA_035509535.1	1	6.67e-13	37.3	CAJ93939.1
GCA_035511515.1	2	3.12e-19	39.1	BAA33394.1,UCA14981.1
GCA_035512195.1	1	4.13e-12	30.3	BAA33394.1
GCA_035515835.1	1	9.65e-14	30.4	CAJ95805.1
GCA_035517095.1	1	7.54e-16	36.6	BAA33394.1
GCA_035515355.1	4	2.4400000000000002e-21	48.2	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035524275.1	2	1.88e-15	34.4	BAA33394.1,UCA14981.1
GCA_035519415.1	2	1.35e-15	37.7	CAJ93939.1,WKZ88401.1
GCA_035525655.1	2	9.06e-13	35.6	BAA33394.1,UCA14981.1
GCA_035526975.1	1	1.2499999999999999e-23	35.4	AAA87070.1
GCA_035527975.1	1	1.32e-12	36.2	CAJ95805.1
GCA_035530135.1	5	2.37e-18	40.4	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035532935.1	5	7.62e-17	41.7	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035533695.1	1	3.69e-14	34.8	WKZ88401.1
GCA_035536115.1	1	3.61e-14	30.7	WKZ88401.1
GCA_035539095.1	2	4e-19	35.5	BAA33394.1,WKZ88401.1
GCA_035536055.1	4	6.92e-20	43.8	BAA33394.1,UCA14981.1
GCA_035539155.1	3	1.21e-17	32.1	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035539075.1	4	1.94e-20	40.8	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_035540315.1	2	1.71e-18	31.3	BAA33394.1,UCA14981.1
GCA_035539795.1	2	1.45e-19	46.2	BAA33394.1,UCA14981.1
GCA_035538755.1	6	1.85e-21	42.9	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035540275.1	5	4.2799999999999993e-23	96.2	AAA87070.1,BAA19791.1,BAA35137.1
GCA_035539675.1	1	1.43e-11	35.6	CAJ95805.1
GCA_035540575.1	4	3.1e-14	33.9	BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_035545255.1	1	3.5e-11	35.8	UCA14981.1
GCA_035546855.1	1	6e-13	32.5	CAJ95805.1
GCA_035548375.1	2	6.15e-14	41.2	BAA33394.1,UCA14981.1
GCA_035548735.1	3	9.02e-16	31.4	BAA33394.1,CAJ93939.1,CAJ95805.1
GCA_035548975.1	5	3.01e-15	39.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035547995.1	3	1.39e-14	37.7	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035551495.1	2	3.08e-15	37.9	UCA14981.1,WKZ88401.1
GCA_035552195.1	3	9.82e-15	31.7	BAA33394.1,CAJ93939.1,CAJ95805.1
GCA_035552735.1	1	5.85e-12	32.5	WKZ88401.1
GCA_035553515.1	4	2.22e-16	44.7	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035553995.1	2	2.2e-11	34.3	CAJ95805.1,UCA14981.1
GCA_035554435.1	2	9.42e-12	31.0	BAA33394.1,UCA14981.1
GCA_035555595.1	1	3.9e-15	31.0	UCA14981.1
GCA_035556495.1	1	9.37e-11	31.6	CAJ95805.1
GCA_035559275.1	6	8.15e-28	39.1	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035563755.1	1	5.95e-15	34.3	WKZ88401.1
GCA_035564915.1	1	1.44e-12	33.3	BAA33394.1
GCA_035565935.1	1	1.74e-12	35.2	CAJ95805.1
GCA_035565055.1	1	3.18e-12	32.0	CAJ93939.1
GCA_035568435.1	2	1.5e-13	66.7	BAA33394.1,UCA14981.1
GCA_035568535.1	2	5.4e-13	35.0	CAJ93939.1,CAJ95805.1
GCA_035568995.1	1	3.53e-16	30.2	WKZ88401.1
GCA_035570595.1	3	1.06e-12	66.7	CAJ93939.1,WKZ88401.1
GCA_035569235.1	1	4.26e-12	31.3	WKZ88401.1
GCA_035571995.1	2	3.45e-23	31.0	BAA33394.1,UCA14981.1
GCA_035571795.1	1	1.32e-11	34.8	BAA33394.1
GCA_035575415.1	3	6.33e-19	31.3	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_035577785.1	5	3.82e-17	33.8	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_035602175.1	2	8.49e-16	32.7	CAJ93939.1,WKZ88401.1
GCA_035601615.1	3	4.46e-14	35.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_035604195.1	1	1.52e-11	37.7	BAA33394.1
GCA_035603855.1	4	4.67e-16	36.7	BAA33394.1,UCA14981.1
GCA_035604035.1	1	3.64e-14	35.6	CAJ93939.1
GCA_035604255.1	1	6.14e-11	34.7	CAJ93939.1
GCA_035621895.1	1	6.27e-12	50.0	BAA33394.1
GCA_035623355.1	2	7.98e-13	76.7	BAA33394.1,UCA14981.1
