seq_id	pfam_acc	pfam_name	evalue
GCA_016710525.1|Pseudomonadota|Quisquiliibacterium|Quisquiliibacterium_sp016710525|GCA_016710525.1_1211	PF06850.18	PHB_depo_C	7.9e-05
GCA_016710525.1|Pseudomonadota|Quisquiliibacterium|Quisquiliibacterium_sp016710525|GCA_016710525.1_1211	PF06850.18	PHB_depo_C	1.9e-06
GCA_016710525.1|Pseudomonadota|Quisquiliibacterium|Quisquiliibacterium_sp016710525|GCA_016710525.1_2749	PF06850.18	PHB_depo_C	1.3e+03
GCA_016710525.1|Pseudomonadota|Quisquiliibacterium|Quisquiliibacterium_sp016710525|GCA_016710525.1_2749	PF06850.18	PHB_depo_C	6.9e-05
GCA_016710525.1|Pseudomonadota|Quisquiliibacterium|Quisquiliibacterium_sp016710525|GCA_016710525.1_2749	PF06850.18	PHB_depo_C	9.1e-04
GCA_016712445.1|Pseudomonadota|Hyphomonas|Hyphomonas_sp016712445|GCA_016712445.1_1596	PF06850.18	PHB_depo_C	7.9e-18
GCA_016713005.1|Pseudomonadota|JADJPY01|JADJPY01_sp016713005|GCA_016713005.1_1461	PF06850.18	PHB_depo_C	1.1e-07
GCA_016716745.1|Pseudomonadota|GCA-013693735|GCA-013693735_sp016716745|GCA_016716745.1_3076	PF06850.18	PHB_depo_C	3.8e-20
GCA_016720855.1|Pseudomonadota|FEB-7|FEB-7_sp016720855|GCA_016720855.1_1883	PF06850.18	PHB_depo_C	5.5e-19
GCA_016721465.1|Pseudomonadota|Pseudaquabacterium|Pseudaquabacterium_sp016721465|GCA_016721465.1_5326	PF06850.18	PHB_depo_C	1.8e-04
GCA_016721465.1|Pseudomonadota|Pseudaquabacterium|Pseudaquabacterium_sp016721465|GCA_016721465.1_5326	PF06850.18	PHB_depo_C	1.2e-05
GCA_016764355.1|Pseudomonadota|Sneathiella|Sneathiella_sp016764355|GCA_016764355.1_727	PF06850.18	PHB_depo_C	4.3e-09
GCA_016764355.1|Pseudomonadota|Sneathiella|Sneathiella_sp016764355|GCA_016764355.1_728	PF06850.18	PHB_depo_C	5.1e-05
GCA_016764355.1|Pseudomonadota|Sneathiella|Sneathiella_sp016764355|GCA_016764355.1_728	PF06850.18	PHB_depo_C	1.0e-08
GCA_016789405.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp016789405|GCA_016789405.1_5431	PF06850.18	PHB_depo_C	1.2e-13
GCA_016790395.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp016790395|GCA_016790395.1_286	PF06850.18	PHB_depo_C	2.1e-04
GCA_016790395.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp016790395|GCA_016790395.1_286	PF06850.18	PHB_depo_C	8.5e-09
GCA_016790435.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp016790435|GCA_016790435.1_2456	PF06850.18	PHB_depo_C	8.2e-06
GCA_016790435.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp016790435|GCA_016790435.1_2456	PF06850.18	PHB_depo_C	7.0e-06
GCA_016790515.1|Pseudomonadota|Pseudaquabacterium|Pseudaquabacterium_sp016790515|GCA_016790515.1_3335	PF06850.18	PHB_depo_C	1.3e-01
GCA_016790515.1|Pseudomonadota|Pseudaquabacterium|Pseudaquabacterium_sp016790515|GCA_016790515.1_3335	PF06850.18	PHB_depo_C	3.6e-08
GCA_016791005.1|Pseudomonadota|JAEUNX01|JAEUNX01_sp016791005|GCA_016791005.1_2955	PF06850.18	PHB_depo_C	3.0e-08
GCA_016791005.1|Pseudomonadota|JAEUNX01|JAEUNX01_sp016791005|GCA_016791005.1_2955	PF06850.18	PHB_depo_C	1.0e-03
GCA_016791425.1|Pseudomonadota|CADEEL01|CADEEL01_sp016791425|GCA_016791425.1_3056	PF06850.18	PHB_depo_C	9.9e-08
GCA_016791425.1|Pseudomonadota|CADEEL01|CADEEL01_sp016791425|GCA_016791425.1_3056	PF06850.18	PHB_depo_C	5.9e-05
GCA_016793485.1|Pseudomonadota|Mesorhizobium_K|Mesorhizobium_K_sp016793485|GCA_016793485.1_6025	PF06850.18	PHB_depo_C	1.1e-11
GCA_016793485.1|Pseudomonadota|Mesorhizobium_K|Mesorhizobium_K_sp016793485|GCA_016793485.1_6025	PF06850.18	PHB_depo_C	5.3e-08
GCA_016793635.1|Pseudomonadota|JAEUMD01|JAEUMD01_sp016793635|GCA_016793635.1_4460	PF06850.18	PHB_depo_C	3.4e-11
GCA_016793635.1|Pseudomonadota|JAEUMD01|JAEUMD01_sp016793635|GCA_016793635.1_4460	PF06850.18	PHB_depo_C	2.3e-06
GCA_016794005.1|Pseudomonadota|Tagaea|Tagaea_sp016794005|GCA_016794005.1_1770	PF06850.18	PHB_depo_C	6.7e-24
GCA_016794025.1|Pseudomonadota|Tagaea|Tagaea_sp016794025|GCA_016794025.1_139	PF06850.18	PHB_depo_C	6.4e-13
GCA_016794075.1|Pseudomonadota|Dongia_A|Dongia_A_sp016794075|GCA_016794075.1_847	PF06850.18	PHB_depo_C	1.6e-03
GCA_016794075.1|Pseudomonadota|Dongia_A|Dongia_A_sp016794075|GCA_016794075.1_847	PF06850.18	PHB_depo_C	1.3e-08
GCA_016794145.1|Pseudomonadota|UBA1573|UBA1573_sp016794145|GCA_016794145.1_867	PF06850.18	PHB_depo_C	2.3e-18
GCA_016839165.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp003020075|GCA_016839165.1_24	PF06850.18	PHB_depo_C	5.7e-09
GCA_016839165.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp003020075|GCA_016839165.1_24	PF06850.18	PHB_depo_C	8.4e-10
GCA_016839165.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp003020075|GCA_016839165.1_24	PF06850.18	PHB_depo_C	1.8e+03
GCA_016867965.1|Pseudomonadota|Polynucleobacter|Polynucleobacter_sp016867965|GCA_016867965.1_971	PF06850.18	PHB_depo_C	3.1e-09
GCA_016868055.1|Pseudomonadota|Pernthalerella|Pernthalerella_sp016868055|GCA_016868055.1_3848	PF06850.18	PHB_depo_C	4.7e-08
GCA_016936875.1|Pseudomonadota|Thiomonas|Thiomonas_sp016936875|GCA_016936875.1_2783	PF06850.18	PHB_depo_C	3.5e+01
GCA_016936875.1|Pseudomonadota|Thiomonas|Thiomonas_sp016936875|GCA_016936875.1_2783	PF06850.18	PHB_depo_C	4.9e-05
GCA_017302095.1|Pseudomonadota|Thermomonas|Thermomonas_sp017302095|GCA_017302095.1_2288	PF06850.18	PHB_depo_C	1.1e-06
GCA_017302095.1|Pseudomonadota|Thermomonas|Thermomonas_sp017302095|GCA_017302095.1_2288	PF06850.18	PHB_depo_C	2.5e+00
GCA_017302135.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp017302135|GCA_017302135.1_1526	PF06850.18	PHB_depo_C	2.4e-08
GCA_017302135.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp017302135|GCA_017302135.1_1526	PF06850.18	PHB_depo_C	7.8e-06
GCA_017302485.1|Pseudomonadota|Ideonella|Ideonella_sp017302485|GCA_017302485.1_1433	PF06850.18	PHB_depo_C	2.8e-02
GCA_017302485.1|Pseudomonadota|Ideonella|Ideonella_sp017302485|GCA_017302485.1_1433	PF06850.18	PHB_depo_C	3.4e-07
GCA_017302495.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp017302495|GCA_017302495.1_327	PF06850.18	PHB_depo_C	9.1e-07
GCA_017302495.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp017302495|GCA_017302495.1_327	PF06850.18	PHB_depo_C	2.9e-08
GCA_017302655.1|Pseudomonadota|Inhella|Inhella_sp017302655|GCA_017302655.1_87	PF06850.18	PHB_depo_C	6.7e-01
GCA_017302655.1|Pseudomonadota|Inhella|Inhella_sp017302655|GCA_017302655.1_87	PF06850.18	PHB_depo_C	4.0e-07
GCA_017305135.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp017305135|GCA_017305135.1_1786	PF06850.18	PHB_depo_C	3.6e-08
GCA_017305135.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp017305135|GCA_017305135.1_1786	PF06850.18	PHB_depo_C	1.3e-04
GCA_017305515.1|Pseudomonadota|Afipia|Afipia_sp017305515|GCA_017305515.1_2724	PF06850.18	PHB_depo_C	9.7e-08
GCA_017305515.1|Pseudomonadota|Afipia|Afipia_sp017305515|GCA_017305515.1_2724	PF06850.18	PHB_depo_C	1.3e-09
GCA_017305715.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp017305715|GCA_017305715.1_6750	PF06850.18	PHB_depo_C	1.0e-04
GCA_017305715.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp017305715|GCA_017305715.1_6750	PF06850.18	PHB_depo_C	2.5e-09
GCA_017305715.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp017305715|GCA_017305715.1_7747	PF06850.18	PHB_depo_C	8.7e-06
GCA_017305715.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp017305715|GCA_017305715.1_7747	PF06850.18	PHB_depo_C	3.9e-10
GCA_017306545.1|Pseudomonadota|Mesorhizobium|Mesorhizobium_sp017306545|GCA_017306545.1_2543	PF06850.18	PHB_depo_C	9.1e-12
GCA_017306545.1|Pseudomonadota|Mesorhizobium|Mesorhizobium_sp017306545|GCA_017306545.1_2543	PF06850.18	PHB_depo_C	2.5e-07
GCA_017307355.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp017307355|GCA_017307355.1_923	PF06850.18	PHB_depo_C	2.2e-05
GCA_017307355.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp017307355|GCA_017307355.1_923	PF06850.18	PHB_depo_C	2.2e-02
GCA_017307915.1|Pseudomonadota|Zeimonas|Zeimonas_sp017307915|GCA_017307915.1_7068	PF06850.18	PHB_depo_C	2.5e-17
GCA_017307915.1|Pseudomonadota|Zeimonas|Zeimonas_sp017307915|GCA_017307915.1_7069	PF06850.18	PHB_depo_C	5.6e-09
GCA_017308135.1|Pseudomonadota|Tagaea|Tagaea_sp017308135|GCA_017308135.1_6504	PF06850.18	PHB_depo_C	9.1e-17
GCA_017353855.1|Pseudomonadota|AP-15|AP-15_sp017353855|GCA_017353855.1_4154	PF06850.18	PHB_depo_C	1.7e-19
GCA_017474385.1|Pseudomonadota|Afipia|Afipia_sp017474385|GCA_017474385.1_573	PF06850.18	PHB_depo_C	6.5e-28
GCA_017744935.1|Pseudomonadota|Variovorax|Variovorax_sp017744935|GCA_017744935.1_3803	PF06850.18	PHB_depo_C	9.7e-09
GCA_017744935.1|Pseudomonadota|Variovorax|Variovorax_sp017744935|GCA_017744935.1_3803	PF06850.18	PHB_depo_C	9.7e-05
GCA_017745295.1|Pseudomonadota|Novosphingobium|Novosphingobium_sp017745295|GCA_017745295.1_2142	PF06850.18	PHB_depo_C	2.2e-16
GCA_017792465.1|Pseudomonadota|Filomicrobium|Filomicrobium_sp017792465|GCA_017792465.1_423	PF06850.18	PHB_depo_C	7.0e-09
GCA_017849325.1|Pseudomonadota|Xanthobacter|Xanthobacter_autotrophicus_B|GCA_017849325.1_1220	PF06850.18	PHB_depo_C	1.6e-10
GCA_017849325.1|Pseudomonadota|Xanthobacter|Xanthobacter_autotrophicus_B|GCA_017849325.1_1220	PF06850.18	PHB_depo_C	1.1e-07
GCA_017988165.1|Pseudomonadota|Simplicispira|Simplicispira_sp017988165|GCA_017988165.1_1565	PF06850.18	PHB_depo_C	3.0e-09
GCA_017990865.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp017990865|GCA_017990865.1_3821	PF06850.18	PHB_depo_C	1.5e-01
GCA_017990865.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp017990865|GCA_017990865.1_3821	PF06850.18	PHB_depo_C	1.8e-08
GCA_017990865.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp017990865|GCA_017990865.1_3821	PF06850.18	PHB_depo_C	1.4e-09
GCA_017997975.1|Pseudomonadota|Rhodoferax|Rhodoferax_sp017997975|GCA_017997975.1_3810	PF06850.18	PHB_depo_C	1.2e-06
GCA_018063505.1|Pseudomonadota|CAISIP01|CAISIP01_sp018063505|GCA_018063505.1_1303	PF06850.18	PHB_depo_C	4.9e-05
GCA_018063505.1|Pseudomonadota|CAISIP01|CAISIP01_sp018063505|GCA_018063505.1_1303	PF06850.18	PHB_depo_C	2.7e-08
GCA_018066865.1|Pseudomonadota|Marinobacter|Marinobacter_sp018066865|GCA_018066865.1_3234	PF06850.18	PHB_depo_C	3.6e-08
GCA_018129965.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_diazoefficiens_A|GCA_018129965.1_2418	PF06850.18	PHB_depo_C	4.9e-05
GCA_018129965.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_diazoefficiens_A|GCA_018129965.1_2418	PF06850.18	PHB_depo_C	7.3e-10
GCA_018131015.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_diazoefficiens_B|GCA_018131015.1_9575	PF06850.18	PHB_depo_C	9.5e-06
GCA_018131015.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_diazoefficiens_B|GCA_018131015.1_9575	PF06850.18	PHB_depo_C	5.7e-09
GCA_018240465.1|Pseudomonadota|Rudaea|Rudaea_sp018240465|GCA_018240465.1_4659	PF06850.18	PHB_depo_C	4.4e-02
GCA_018240465.1|Pseudomonadota|Rudaea|Rudaea_sp018240465|GCA_018240465.1_4659	PF06850.18	PHB_depo_C	4.6e-09
GCA_018240485.1|Pseudomonadota|Rudaea|Rudaea_sp018240485|GCA_018240485.1_2335	PF06850.18	PHB_depo_C	7.5e+00
GCA_018240485.1|Pseudomonadota|Rudaea|Rudaea_sp018240485|GCA_018240485.1_2335	PF06850.18	PHB_depo_C	5.9e-13
GCA_018240505.1|Pseudomonadota|Rudaea|Rudaea_sp018240505|GCA_018240505.1_2308	PF06850.18	PHB_depo_C	9.9e-03
GCA_018240505.1|Pseudomonadota|Rudaea|Rudaea_sp018240505|GCA_018240505.1_2308	PF06850.18	PHB_depo_C	1.1e-08
GCA_018241025.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp018241025|GCA_018241025.1_1926	PF06850.18	PHB_depo_C	1.3e-04
GCA_018241025.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp018241025|GCA_018241025.1_1926	PF06850.18	PHB_depo_C	8.1e-08
GCA_018241165.1|Pseudomonadota|Rudaea|Rudaea_sp018241165|GCA_018241165.1_1559	PF06850.18	PHB_depo_C	3.9e-20
GCA_018241225.1|Pseudomonadota|Variovorax|Variovorax_sp018241225|GCA_018241225.1_2926	PF06850.18	PHB_depo_C	3.3e-03
GCA_018241225.1|Pseudomonadota|Variovorax|Variovorax_sp018241225|GCA_018241225.1_2926	PF06850.18	PHB_depo_C	1.1e-08
GCA_018241325.1|Pseudomonadota|Ottowia|Ottowia_sp018241325|GCA_018241325.1_1951	PF06850.18	PHB_depo_C	8.8e+01
GCA_018241325.1|Pseudomonadota|Ottowia|Ottowia_sp018241325|GCA_018241325.1_1951	PF06850.18	PHB_depo_C	1.7e-03
GCA_018241325.1|Pseudomonadota|Ottowia|Ottowia_sp018241325|GCA_018241325.1_1951	PF06850.18	PHB_depo_C	6.2e-09
GCA_018241405.1|Pseudomonadota|Alicycliphilus|Alicycliphilus_sp018241405|GCA_018241405.1_730	PF06850.18	PHB_depo_C	4.2e+01
GCA_018241405.1|Pseudomonadota|Alicycliphilus|Alicycliphilus_sp018241405|GCA_018241405.1_730	PF06850.18	PHB_depo_C	1.8e-02
GCA_018241405.1|Pseudomonadota|Alicycliphilus|Alicycliphilus_sp018241405|GCA_018241405.1_730	PF06850.18	PHB_depo_C	2.7e-07
GCA_018241695.1|Pseudomonadota|Denitratisoma|Denitratisoma_sp018241695|GCA_018241695.1_4420	PF06850.18	PHB_depo_C	6.3e-09
GCA_018242145.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp018242145|GCA_018242145.1_991	PF06850.18	PHB_depo_C	4.5e-07
GCA_018242145.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp018242145|GCA_018242145.1_991	PF06850.18	PHB_depo_C	1.0e-07
GCA_018242205.1|Pseudomonadota|Pseudolabrys|Pseudolabrys_sp018242205|GCA_018242205.1_83	PF06850.18	PHB_depo_C	3.9e-14
GCA_018242255.1|Pseudomonadota|Hyphomicrobium_B|Hyphomicrobium_B_sp018242255|GCA_018242255.1_5174	PF06850.18	PHB_depo_C	8.9e-21
GCA_018242295.1|Pseudomonadota|Hyphomicrobium_B|Hyphomicrobium_B_sp018242295|GCA_018242295.1_4607	PF06850.18	PHB_depo_C	3.5e-25
GCA_018242365.1|Pseudomonadota|Thermomonas|Thermomonas_sp018242365|GCA_018242365.1_2145	PF06850.18	PHB_depo_C	2.7e-07
GCA_018335615.1|Pseudomonadota|Hydrogenophaga|Hydrogenophaga_sp018335615|GCA_018335615.1_3313	PF06850.18	PHB_depo_C	6.7e-13
GCA_018336035.1|Pseudomonadota|Ferrovibrio|Ferrovibrio_sp018336035|GCA_018336035.1_5743	PF06850.18	PHB_depo_C	4.1e-09
GCA_018336035.1|Pseudomonadota|Ferrovibrio|Ferrovibrio_sp018336035|GCA_018336035.1_5743	PF06850.18	PHB_depo_C	1.0e-09
GCA_018384835.1|Pseudomonadota|Comamonas|Comamonas_sp018384835|GCA_018384835.1_130	PF06850.18	PHB_depo_C	3.0e-03
GCA_018384835.1|Pseudomonadota|Comamonas|Comamonas_sp018384835|GCA_018384835.1_130	PF06850.18	PHB_depo_C	7.8e-06
GCA_018384835.1|Pseudomonadota|Comamonas|Comamonas_sp018384835|GCA_018384835.1_130	PF06850.18	PHB_depo_C	8.4e-07
GCA_018698795.1|Pseudomonadota|TMED8|TMED8_sp018698795|GCA_018698795.1_6081	PF06850.18	PHB_depo_C	2.6e-07
GCA_018701215.1|Pseudomonadota|GCA-2731375|GCA-2731375_sp018701215|GCA_018701215.1_680	PF06850.18	PHB_depo_C	2.6e-18
GCA_018780145.1|Pseudomonadota|Ideonella|Ideonella_sp018780145|GCA_018780145.1_1897	PF06850.18	PHB_depo_C	2.2e-05
GCA_018780145.1|Pseudomonadota|Ideonella|Ideonella_sp018780145|GCA_018780145.1_1897	PF06850.18	PHB_depo_C	1.1e-05
GCA_018780145.1|Pseudomonadota|Ideonella|Ideonella_sp018780145|GCA_018780145.1_4505	PF06850.18	PHB_depo_C	1.4e-06
GCA_018780145.1|Pseudomonadota|Ideonella|Ideonella_sp018780145|GCA_018780145.1_4505	PF06850.18	PHB_depo_C	1.3e-05
GCA_018780185.1|Pseudomonadota|Rhizobacter|Rhizobacter_sp018780185|GCA_018780185.1_1695	PF06850.18	PHB_depo_C	1.2e-03
GCA_018780185.1|Pseudomonadota|Rhizobacter|Rhizobacter_sp018780185|GCA_018780185.1_1695	PF06850.18	PHB_depo_C	1.1e-01
GCA_018780185.1|Pseudomonadota|Rhizobacter|Rhizobacter_sp018780185|GCA_018780185.1_1695	PF06850.18	PHB_depo_C	4.8e-02
GCA_018780415.1|Pseudomonadota|Paucibacter_A|Paucibacter_A_sp018780415|GCA_018780415.1_5052	PF06850.18	PHB_depo_C	7.2e-05
GCA_018780415.1|Pseudomonadota|Paucibacter_A|Paucibacter_A_sp018780415|GCA_018780415.1_5052	PF06850.18	PHB_depo_C	2.1e-08
GCA_018812945.1|Pseudomonadota|Limnobacter|Limnobacter_sp018812945|GCA_018812945.1_2928	PF06850.18	PHB_depo_C	1.0e-19
GCA_018815245.1|Pseudomonadota|Limnobacter|Limnobacter_sp018815245|GCA_018815245.1_2664	PF06850.18	PHB_depo_C	3.6e-08
GCA_018830285.1|Pseudomonadota|Hyphomonas|Hyphomonas_sp018830285|GCA_018830285.1_1524	PF06850.18	PHB_depo_C	1.8e-04
GCA_018830285.1|Pseudomonadota|Hyphomonas|Hyphomonas_sp018830285|GCA_018830285.1_1524	PF06850.18	PHB_depo_C	5.4e-05
GCA_018830285.1|Pseudomonadota|Hyphomonas|Hyphomonas_sp018830285|GCA_018830285.1_1524	PF06850.18	PHB_depo_C	3.2e-08
GCA_018882795.1|Pseudomonadota|Lacustribacter|Lacustribacter_sp018882795|GCA_018882795.1_3931	PF06850.18	PHB_depo_C	1.4e-09
GCA_018882795.1|Pseudomonadota|Lacustribacter|Lacustribacter_sp018882795|GCA_018882795.1_3931	PF06850.18	PHB_depo_C	2.8e-06
GCA_018969845.1|Pseudomonadota|Rudaea|Rudaea_sp018969845|GCA_018969845.1_2149	PF06850.18	PHB_depo_C	7.6e-09
GCA_018969845.1|Pseudomonadota|Rudaea|Rudaea_sp018969845|GCA_018969845.1_2149	PF06850.18	PHB_depo_C	5.3e-04
GCA_018970965.1|Pseudomonadota|Aquisediminimonas|Aquisediminimonas_sp018970965|GCA_018970965.1_80	PF06850.18	PHB_depo_C	6.5e-11
GCA_018971155.1|Pseudomonadota|Pandoraea|Pandoraea_sp018971155|GCA_018971155.1_955	PF06850.18	PHB_depo_C	1.5e-03
GCA_018971155.1|Pseudomonadota|Pandoraea|Pandoraea_sp018971155|GCA_018971155.1_955	PF06850.18	PHB_depo_C	1.0e-08
GCA_019112875.1|Pseudomonadota|Aquabacterium|Aquabacterium_excrementipullorum|GCA_019112875.1_2410	PF06850.18	PHB_depo_C	6.5e-13
GCA_019112965.1|Pseudomonadota|Sphingomonas|Sphingomonas_excrementigallinarum|GCA_019112965.1_1211	PF06850.18	PHB_depo_C	1.5e-09
GCA_019187085.1|Pseudomonadota|Pseudorhodoplanes|Pseudorhodoplanes_sp019187085|GCA_019187085.1_4841	PF06850.18	PHB_depo_C	7.6e-08
GCA_019192585.1|Pseudomonadota|MH13|MH13_sp019192585|GCA_019192585.1_3455	PF06850.18	PHB_depo_C	4.2e-11
GCA_019192585.1|Pseudomonadota|MH13|MH13_sp019192585|GCA_019192585.1_3455	PF06850.18	PHB_depo_C	1.5e-07
GCA_019233055.1|Pseudomonadota|Curvibacter|Curvibacter_sp019233055|GCA_019233055.1_5512	PF06850.18	PHB_depo_C	2.3e-03
GCA_019233055.1|Pseudomonadota|Curvibacter|Curvibacter_sp019233055|GCA_019233055.1_5512	PF06850.18	PHB_depo_C	5.6e-09
GCA_019233085.1|Pseudomonadota|Herbaspirillum|Herbaspirillum_sp019233085|GCA_019233085.1_6707	PF06850.18	PHB_depo_C	6.4e-01
GCA_019233085.1|Pseudomonadota|Herbaspirillum|Herbaspirillum_sp019233085|GCA_019233085.1_6707	PF06850.18	PHB_depo_C	1.1e-08
GCA_019233375.1|Acidobacteriota|Bog-105|Bog-105_sp019233375|GCA_019233375.1_2716	PF10503.15	Esterase_PHB	1.5e-09
GCA_019236395.1|Pseudomonadota|Cupriavidus|Cupriavidus_sp019236395|GCA_019236395.1_203	PF06850.18	PHB_depo_C	1.8e-07
GCA_019236395.1|Pseudomonadota|Cupriavidus|Cupriavidus_sp019236395|GCA_019236395.1_204	PF06850.18	PHB_depo_C	3.0e-17
GCA_019237135.1|Pseudomonadota|AP-15|AP-15_sp019237135|GCA_019237135.1_3621	PF06850.18	PHB_depo_C	4.7e-21
GCA_019241285.1|Pseudomonadota|JAFAXD01|JAFAXD01_sp019241285|GCA_019241285.1_8379	PF06850.18	PHB_depo_C	5.0e-19
GCA_019242275.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp019242275|GCA_019242275.1_663	PF06850.18	PHB_depo_C	1.2e-02
GCA_019242275.1|Pseudomonadota|Rhizomicrobium|Rhizomicrobium_sp019242275|GCA_019242275.1_663	PF06850.18	PHB_depo_C	6.9e-07
GCA_019242655.1|Pseudomonadota|JAFASC01|JAFASC01_sp019242655|GCA_019242655.1_3323	PF06850.18	PHB_depo_C	2.0e-16
GCA_019243075.1|Pseudomonadota|Bradyrhizobium|Bradyrhizobium_sp019243075|GCA_019243075.1_1745	PF06850.18	PHB_depo_C	3.9e-21
GCA_019246455.1|Pseudomonadota|Pseudolabrys|Pseudolabrys_sp019246455|GCA_019246455.1_2681	PF06850.18	PHB_depo_C	1.9e-20
GCA_019351895.1|Pseudomonadota|Acidisoma|Acidisoma_sp019351895|GCA_019351895.1_4081	PF06850.18	PHB_depo_C	8.0e-03
GCA_019351895.1|Pseudomonadota|Acidisoma|Acidisoma_sp019351895|GCA_019351895.1_4081	PF06850.18	PHB_depo_C	2.5e-08
GCA_019428955.1|Pseudomonadota|JAGXFR01|JAGXFR01_sp019428955|GCA_019428955.1_2517	PF06850.18	PHB_depo_C	2.6e-08
GCA_019428955.1|Pseudomonadota|JAGXFR01|JAGXFR01_sp019428955|GCA_019428955.1_2517	PF06850.18	PHB_depo_C	2.3e-07
GCA_019454205.1|Pseudomonadota|Ga0077548|Ga0077548_sp019454205|GCA_019454205.1_4420	PF06850.18	PHB_depo_C	4.7e-09
GCA_019454205.1|Pseudomonadota|Ga0077548|Ga0077548_sp019454205|GCA_019454205.1_4420	PF06850.18	PHB_depo_C	8.0e-05
GCA_019455065.1|Pseudomonadota|JACFNC01|JACFNC01_sp019455065|GCA_019455065.1_1762	PF06850.18	PHB_depo_C	2.3e-08
GCA_019510335.1|Pseudomonadota|Novosphingobium|Novosphingobium_sp019510335|GCA_019510335.1_502	PF06850.18	PHB_depo_C	2.8e-07
GCA_019510335.1|Pseudomonadota|Novosphingobium|Novosphingobium_sp019510335|GCA_019510335.1_502	PF06850.18	PHB_depo_C	1.6e-06
GCA_019634715.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp019634715|GCA_019634715.1_171	PF06850.18	PHB_depo_C	4.8e-09
GCA_019634715.1|Pseudomonadota|Lysobacter_I|Lysobacter_I_sp019634715|GCA_019634715.1_171	PF06850.18	PHB_depo_C	5.6e-04
GCA_019634955.1|Pseudomonadota|FEB-7|FEB-7_sp019634955|GCA_019634955.1_1044	PF06850.18	PHB_depo_C	3.7e-02
GCA_019634955.1|Pseudomonadota|FEB-7|FEB-7_sp019634955|GCA_019634955.1_1044	PF06850.18	PHB_depo_C	1.0e-07
GCA_019635015.1|Pseudomonadota|Ga0077527|Ga0077527_sp019635015|GCA_019635015.1_3858	PF06850.18	PHB_depo_C	1.3e-16
GCA_019635355.1|Pseudomonadota|Rhizobacter|Rhizobacter_sp019635355|GCA_019635355.1_1608	PF06850.18	PHB_depo_C	2.4e-07
GCA_019635355.1|Pseudomonadota|Rhizobacter|Rhizobacter_sp019635355|GCA_019635355.1_1608	PF06850.18	PHB_depo_C	2.3e-08
GCA_019635585.1|Pseudomonadota|Ga0077548|Ga0077548_sp019635585|GCA_019635585.1_2083	PF06850.18	PHB_depo_C	3.6e-12
GCA_019635585.1|Pseudomonadota|Ga0077548|Ga0077548_sp019635585|GCA_019635585.1_2083	PF06850.18	PHB_depo_C	1.3e-08
GCA_019635715.1|Pseudomonadota|Kumtagia|Kumtagia_sp019635715|GCA_019635715.1_5356	PF06850.18	PHB_depo_C	9.5e+03
GCA_019635715.1|Pseudomonadota|Kumtagia|Kumtagia_sp019635715|GCA_019635715.1_5356	PF06850.18	PHB_depo_C	1.4e-18
GCA_019635735.1|Pseudomonadota|Mesorhizobium_A|Mesorhizobium_A_sp019635735|GCA_019635735.1_3708	PF06850.18	PHB_depo_C	1.2e-07
GCA_019635735.1|Pseudomonadota|Mesorhizobium_A|Mesorhizobium_A_sp019635735|GCA_019635735.1_3708	PF06850.18	PHB_depo_C	9.0e-08
GCA_019635875.1|Pseudomonadota|JAFAZJ01|JAFAZJ01_sp019635875|GCA_019635875.1_197	PF06850.18	PHB_depo_C	3.0e-06
GCA_019635875.1|Pseudomonadota|JAFAZJ01|JAFAZJ01_sp019635875|GCA_019635875.1_197	PF06850.18	PHB_depo_C	2.7e-07
